TranslatedRecipeName,ingredients_parsed
Raw Banana Chivda Recipe,cashew nuts chaat masala powder raisins chilli powder banana curry badam peanuts caster chillies sunflower
Shahi Tukda Gajar Halwa Shots With Rabri Recipe,bread khoya carrot pistachios ghee milk saffron strands rose cardamom powder almonds
Bhatt Ki Dal Recipe - Traditional Kumaoni Black Bean Dal,flour ghee beans chilli powder cloves garlic onion cumin coriander powder turmeric powder garam masala powder sunflower
Matar Pudina Oat & Broken Wheat Tikki Recipe,ginger sunflower tikkis paneer chaat masala powder peas onion mint oats oats chillies potatoes
Black Forest Cake Recipe,powder chocolate shavings hung curd cream cherry compote dark chocolate chips vanilla dark chocolate eggs chocolate chips chocolate cocoa powder dark chocolate milk chocolate flour icing butter canned cherries available cherries
Happy Dahi Wali Gourd Recipe - Yogurt Based Bottle Gourd Vegetable,tomato mustard chilli powder cloves garlic curry curd onion gourd cumin coriander powder turmeric powder chillies sunflower
Chicken Pakora Recipe - Chicken Fritters,chaat masala powder chilli powder gram flour coriander onion chicken cumin turmeric powder sunflower
Roasted Vegetables With Tahini Sauce Recipe,bell pepper tahini brinjal cloves garlic olive za'atar parsley carrot onion broccoli lemon zucchini walnuts
Karnataka Style Ellu Bella Recipe (Sankrati Mix Recipe),gram dal jaggery coconut peanuts sesame
Peanut Curry Recipe,coconut kokum ghee jaggery chilli powder curry cumin peanuts cloves chillies
Savory Tart Recipe with Grape and Gouda Cheese,tomato gouda cheese mozzarella cheese chilli flakes mixed herbs italian seedless grapes olives pepper powder pie crust tomato basil pasta sauce
Healthy Tomato Carrot Onion Soup Recipe,tomato cloves garlic carrot peppercorns onion sunflower
Biryani Masala Powder Recipe,cardamom bay cardamom podsseeds nutmeg powder ajwain peppercorns st flower coriander cinnamon stick cumin mace cloves star anise
Italian Pasta Sizzler Recipe,tomato olive pasta sunflower mozzarella cheese basil bread beans cauliflower yellow bell peppers potato fingers butter salted butter corn flour chilli flakes italian cloves garlic (sm
Whole Wheat Sonth Ke Ladoo Recipe,flour ghee mixed nuts almonds jaggery coconut ginger powder gond
Crispy Lavash Recipe | Lebanese Bread (Eggless),sesame olive chilli flakes flour sesame oregano
Quick & Easy Creamy Fruit Trifle Recipe,hung curd marie biscuit strawberry compote
Chilli Chicken Recipe - Delicious Indian Style Chinese Chicken,corn flour coriander soy sauce vinegar chilli sauce eggs tomato ketchup ginger garlic paste onion sunflower spring onion bell pepper chicken breasts bless chillies sunflower
Bacon Quiche Tart Recipe,cheese bacon eggs butter cloves garlic onion gram flour lemon parsley pepper powder eggs butter
Aloo Bonda Recipe (Deep Fried Snack With Potato Filling),ginger rice flour mustard asafoetida coriander ajwain chilli powder curry gram flour cumin lemon potato turmeric powder chillies sunflower
Rajasthani Gunday Pickle Recipe (Bird Lime Pickle),mustard asafoetida fennel split methi chilli powder gunde turmeric powder split mustard
Spicy Goan Style Mushrooms Recipe,mushrooms cloves garlic chilli powder sooji rice flour turmeric powder sunflower
Baked Whole Wheat Salsa Tart Recipe,tomato flour bell pepper cumin powder tabasco original sauce mozzarella cheese olive spring onion onion butter cubes chillies
Dal Kabila Recipe - Diabetic Urad Dal Tadka,tomato ginger chilli ghee pepper corns cinnamon stick chilli powder cloves garlic urad dal chillies onion coriander cumin coriander powder turmeric powder cloves garam masala powder
Thumbprint Salted Caramel Chocolate Cookies Recipe,eggs vivatta maida vanilla milk cocoa powder chocolate chips butter
Olive Oil & Cranberry Cookies Recipe,powder flour milk olive vivatta maida cranberries
Green Beans And Scrambled Egg Recipe,beans chilli cumin pepper powder eggs turmeric powder sunflower
Mirchi And Aloo Curry Recipe - Long Green Chilli And Potato Curry,tomato chilli cardamom podsseeds bay chilli powder cloves garlic cinnamon stick badi hari mirch cumin onion coriander powder potato turmeric powder garam masala powder dill
Bardoli Ki Khichdi Recipe,arhar dal ginger rice asafoetida ghee coriander peas chilli powder mango onion cumin potato turmeric powder chillies
Chocolate Pancakes With Banana Recipe,powder chocolate sauce bananas milk vanilla caster cocoa powder flour buttermilk butter
Stuffed Makai Paratha Recipe (Corn & Coriander Stuffed Flat Bread),flour coriander cumin powder corn chillies sunflower
Kanji Recipe - Probiotic Drink Made From Carrots & Beetroot,mustard powder chilli powder purple carrot beetroot
Shahi Egg Curry Recipe In Tomato & Cashew Gravy,tomato ginger bay chilli powder cloves garlic figaro pure olive cashew nuts paste onion eggs turmeric powder kasuri methi garam masala powder
Mooli Makki Roti Recipe,bell pepper corn flour ginger coriander purple cabbage moong sprouts spring onion spinach salad avocado mooli mullangi chutney chilli paste sunflower
Pineapple Chicken Curry Recipe,pineapple ginger thai yellow curry paste basil cloves garlic nutralite garlic oregano onion coconut milk chicken breasts
Vietnamese Vegetarian Spring Rolls Recipe With Mushrooms & Vegetables,cucumber coriander portobello mushrooms carrot basil bell pepper rice paper rolls sheets mint cabbage pepper
Kashmir Style Bom Chount/Wangan Recipe-Spicy Apple Brinjal Curry,brinjal chilli powder apple fennel powder cumin garam masala powder sunflower
Watermelon Pizza Recipe,basil parsley leavesfor onion olives feta cheese watermelon balsamic vinegar
Menthya Dose (Dosa Recipe With Methi Leaves),rice coconut sunflower butter make dosa methi jaggery tamarind coriander chillies cumin chana dal urad dal
Vermicelli & Oats Kheer Recipe,cashew nuts ghee milk raisins semiya cardamom powder oats
Pyaz Kachori Chaat Recipe,cumin powder asafoetida coriander onion coriander powder turmeric powder sev mustard flour chutney garam masala powder chilli powder chutney curd amchur ghee fennel coriander potato
Dahi Wale Tinda Ki Sabzi Recipe - Apple Gourd in Yogurt Curry,tinda mustard mustard asafoetida chilli powder gram flour curd coriander kasuri methi methi coriander powder turmeric powder chillies garam masala powder
Bharli Vangi Recipe - Maharashtrian Style Stuffed Brinjals,tomato ginger mustard brinjal coriander chilli powder cloves garlic curry onion cumin chillies verticy peanuts turmeric powder jaggery marble garam masala powder sunflower
Vazhakkai Podimas Recipe (Ayurvedic Recipe With No Onion No Garlic),asafoetida mustard sesame curry urad dal lemon turmeric powder banana
Fresh Figs Ice Cream Recipe,caster milk tutti frutti figs vanilla lemon
Assamese Bilahi Boror Tenga Recipe (Sour Curry With Red Lentil Fritters),tomato flour mustard bay kokum pink masoor dal hour chilli powder chilli onion canola pan masoor dal fritters panch phoran masala turmeric powder
Moong Dal Karara Recipe,yellow moong dal ginger cardamom coriander sunflower pakodas asafoetida cinnamon stick chilli powder curd coriander powder enos fruit chillies garam masala powder cumin
Potato Puff Pastry Recipe,vinegar lemon ginger sunflower chaat masala powder chilli powder flour coriander coriander onion cumin potato chillies butter garam masala powder paneer cubes
Pizza Flavoured Idli Muffins Recipe,pizza pasta sauce sooji rice semolina pizza oregano chilli flakes urad dal mixed vegetablesveggsies (coloured capsicums corn cheddar cheese mozzarella cheese
Baby Potatoes Pulao Recipe - Aloo Pulao Recipe,tomato basmati rice star anise mint coriander bay cardamom podsseeds ghee chilli powder ginger garlic paste curd onion cinnamon stick lemon potatoes cloves coriander powder chillies garam masala powder
Rajasthani Kanji Vada Recipe,yellow moong dal ginger asafoetida fennel moong sprouts chilli powder curry mustard split chillies sunflower
Sour Cream Onion Dip Recipe,hung curd stalks spring onion olive cloves garlic lemon
Khajur Satori Recipe (Dates Flatbread),flour flour milk coconut poppy cardamom powder ghee butter milk powder
Achari Chicken Masala Pasta Recipe,tomato achari mayo milk penne pasta cloves garlic nutralite garlic oregano chillies onion chicken breasts
Mango Pulusu Recipe - Mamidi Pandu Pulusu Recipe,mustard mango asafoetida chilli powder curry coriander methi tamarind paste chillies sunflower
Karwar Style Dali Thoy Recipe - Toor dal Curry,arhar dal ghee mustard asafoetida coriander curry chillies turmeric powder
 Spiced Rajma Pulao Recipe,rice ghee lentil cloves garlic kidney beans bay cardamom pepper powder
Malaysian Nasi Lemak Rice Recipe,ginger rice coconut milk
Paniyaram Muttai Masala Recipe - Spicy Egg Curry Made In Paniyaram Pan,tomato peppercorns cloves garlic curry coriander onion cumin pepper powder chillies sunflower coriander chillies tamarind paste coconut mustard eggs ginger fennel gram dal
Savory Oatmeal Bowl with Cabbage and Green Peas Stir Fry Recipe,chilli peas chilli powder onion mace cumin pepper powder oats oats turmeric powder cabbage
Tofu & Capsicum Paratha Recipe (Stuffed Tofu Flatbread),flour cumin powder coriander bell pepper tofu chillies sunflower
Kerala Style Chakka Adai Recipe-Rice Flour and Jackfruit Flatbread,jackfruit ripe coconut cardamom podsseeds rice flour
Baby Corn Stew Recipe,ginger cardamom podsseeds mustard potato chilli powder cloves garlic carrot corn chilli curry onion cinnamon stick pepper powder turmeric powder coconut milk coconut cloves
Spaghetti Stir Fry Recipe,spaghetti pasta carrot italian onion pepper powder bell pepper cabbage sunflower
Badami Paneer Masala Recipe -Paneer In Almond Gravy,tomato ginger kashmiri chilli powder bay paneer cloves garlic chillies badam onion ghee coriander powder turmeric powder garam masala powder
Dahi Wali Singhare Ki Sabzi Recipe,tomato chilli amchur mustard pepper powder gram flour curd coriander cumin singhade coriander powder turmeric powder sunflower
Paneer Tikka Pulao Recipe,basmati rice chilli cardamom podsseeds bay paneer chilli powder gram flour curd ginger garlic paste onion cumin cinnamon stick kasuri methi coconut turmeric powder cloves garam masala powder sunflower
Bharma Baingan Ki Sabzi Recipe - Spicy Stuffed Brinjals,garlic cloves cumin powder ginger amchur brinjal mint onion chillies paste garam masala powder sunflower
No Bake Dragon Fruit Jam Tarts Recipe,dragon fruit scooped digestive biscuit strawberries lemon butter
Spinach Banana Muffin Recipe,spinach flour bananas powder eggs milk olive mace powder vanilla cinnamon powder
Muhammara Recipe - Roasted Red Bell Pepper & Walnut Dip,bell pepper cumin powder chilli flakes olive lemon jaggery pomegranate mollases bread crumbs walnuts
UP Style Paneer In Mustard Gravy Recipe,tomato cumin powder mustard paneer coriander cloves garlic onion cumin lemon yellow mustard pepper powder coriander powder turmeric powder chillies
Kara Boondi Kurma Recipe - Boondi In Coconut Milk,tomato coriander powder bay mustard coriander chilli powder boondi kara boondi ginger garlic paste curry onion cinnamon stick cloves coconut milk turmeric powder chillies sunflower
Cheesy Pull Apart Bread Recipe,milk mozzarella cheese yeast italian garlic cheddar cheese flour butter
Kashmiri Kulith Ki Dal Recipe - Horse Gram Dal Recipe,ginger kashmiri chilli powder chilli ghee asafoetida cloves garlic coriander cumin horse gram dal rice flour turmeric powder
Kaju Karela Recipe - Bitter Gourd And Cashew Nuts Stir Fry,cashew nuts cumin powder chilli amchur mustard karela asafoetida potato coconut chilli powder chilli caster coriander powder sesame sunflower
Carrot Poriyal Recipe - Steamed Carrot Stir Fry,mustard asafoetida coconut carrot curry chilli urad dal turmeric powder sunflower
Black And Green Grapes Panna Cotta Recipe,grapes milk amul brand grapes juice gelatin unflavoured vanilla caster grapes juice grapes
 Palak Gobi Sabzi (Recipe In Hindi),tomato turmeric powder ginger coriander spinach spoon garam masala powder cumin cabbage
Punjabi Black Chickpea Curry Recipe - Kale Chane Ki Sabzi,tomato garam masala powder coriander chilli powder ginger garlic paste onion cumin kala chana sunflower
Ammini Kozhukattai (Rice Flour Dumplings) Recipe,mustard asafoetida coconut chilli curry urad dal rice flour sunflower
Tandoori Chicken Curry Recipe,tomato coriander kashmiri chilli powder bay fennel tandoori masala onion powder peppercorns ginger garlic paste curd onion chicken cinnamon stick kasuri methi cloves turmeric powder chillies sunflower
Baked Mathri Recipe (Non Fried Tea Time Snack),flour ajwain cumin peppercorns butter
Walnut Burfi Recipe - Akhrot Barfi,cardamom podsseeds walnuts ghee
Chatpata Kabuli Chana Salad - Chickpea Salad Recipe,tomato chilli kabuli chana al dente chaat masala powder coriander onion lemon
Gawarphali Ki Sabzi Recipe -Cluster Beans Sabzi,chilli amchur mustard asafoetida cloves garlic gram flour gawar phali cumin coriander powder turmeric powder sunflower
Thai Veg Papaya Salad Recipe (No Onion No Garlic),tomato beans chilli peanuts cashew soy sauce basil yellow bell peppers papaya lemon sunflower
Mangalorean Kadle Manoli Recipe  - Tindora Kala Chana Sabzi,mustard coconut jaggery cloves garlic peppercorns tindora curry chillies onion coriander methi cumin kala chana sunflower
Makhan Bada Recipe,powder ghee pistachios ghee curd cardamom powder flour
Pesto Paneer Sandwich,tomato bread chilli butter sandwich paneer onion basil pesto
Kerala Pumpkin Pachadi Recipe (Parangikai Pachadi),ginger parangikai pumpkin chilli coconut mustard jaggery curry urad dal turmeric powder sunflower
 Baby Potatoes In Tomato Gravy (Recipe In Hindi),tomato turmeric powder cumin powder chilli powder coriander powder potatoes cardamom lentil
Eggless Chocolate Chip Cupcakes With Spinach Recipe,coconut powder coconut yogurt hung yogurt bananas badam chia cocoa powder coconut milk chocolate chips spinach oats
